13.515	5.78765	
2.49352	10.4009	
1.15822	8.26065	
0.80508	6.22329	
3.07072	5.97446	
-0.601531	1.40947	
2.90992	12.7175	
7.3042	1.21107	
3.12476	15.0071	
1.78201	7.36786	
1.01635	0.894414	
1.09558	4.87885	
0.957312	1.58271	
0	1.2563	
3.46787	1.00318	
0.592757	6.58305	
2.09024	1.05787	

23.555	1.89219	
5.17633	2.51391	
0.956868	2.1392	
0.215423	12.0779	
0.947367	12.426	
0.333374	10.2282	
24.9208	2.32084	
8.58349	1.00134	
3.70553	22.0536	
2.20959	6.30201	
0.724871	0.940593	
5.94484	1.83051	
0.707288	2.79212	
0	6.40853	
9.79992	2.14002	
6.49491	5.14721	
8.94367	1.24139	

14.7014	0.451648	
6.46351	3.37389	
0.658594	12.6555	
5.56585	3.99218	
1.00362	10.6014	
-1.66232	2.04315	
5.8973	5.1257	
2.44718	6.63681	
4.46547	3.46533	
2.08748	7.59882	
0.643421	0.748422	
2.17782	13.5972	
0.190396	1.28109	
-0.510912	0.929573	
7.75119	0.985097	
2.62825	5.87764	
11.111	1.21169	

3.18642	0.580774	
1.99257	2.09429	
0.39444	18.7073	
2.69723	2.2293	
2.109	1.46535	
-0.610289	19.1191	
2.00228	0.721804	
5.58545	22.0334	
9.34914	1.86641	
2.68846	4.72901	
0.515927	1.03453	
6.45674	2.68352	
0.191882	3.75406	
-0.812956	3.45219	
9.06463	0.994944	
7.35508	6.28093	
2.85649	2.8044	

9.50878	1.8736	
1.2281	1.14627	
2.30047	3.58177	
2.70877	2.86097	
1.90826	1.28021	
-2.13857	11.6846	
5.54599	0.95697	
2.54485	9.85169	
3.10942	13.8054	
1.21487	1.12694	
0.668788	0.813785	
7.11411	11.9469	
0.735884	2.3694	
-1.60174	1.45309	
9.03144	1.02471	
2.5339	2.18385	
13.4059	1.42434	

15.758	1.4043	
2.59543	7.7538	
0.322879	2.77955	
0.983396	9.02497	
9.50531	0.900199	
-1.83517	12.1087	
10.8356	0.954646	
0.64639	2.377	
0.829356	9.5342	
1.21692	4.89766	
0.94715	0.385942	
3.98803	1.95893	
0.958965	2.66999	
-0.537442	6.28828	
6.20119	1.92687	
1.55849	3.68527	
2.68521	16.2674	

14.8608	1.92632	
7.00332	7.0042	
0.38951	11.0512	
1.05914	12.0942	
8.70607	1.57964	
0.417832	2.11147	
10.8336	2.28109	
2.28278	17.5004	
6.02186	1.54188	
0.776059	1.23138	
0.775915	0.618267	
2.22493	8.18711	
0.998379	4.05425	
-1.30797	7.10418	
11.7309	0.926668	
9.09443	1.11812	
0.508827	11.0362	

2.16673	1.22665	
1.80534	3.47616	
0.927099	2.21546	
2.15228	4.53932	
13.8152	7.67117	
-0.749876	9.92963	
9.12441	5.20678	
1.22239	3.67031	
9.54267	7.51273	
2.07373	4.59339	
0.602528	0.966623	
0.748994	6.69639	
0.76699	2.08112	
0.824207	3.50705	
6.38879	1.78135	
2.36831	1.77248	
3.96161	3.76311	

7.90403	9.79644	
4.06261	2.32342	
1.52294	12.5327	
1.79897	1.1201	
8.22608	8.02045	
-0.652563	11.9369	
10.9445	2.21057	
1.28584	2.94968	
1.53818	11.4972	
0.998854	2.84921	
0.63472	1.01465	
0.607701	6.06426	
1.27714	1.27719	
-0.594952	4.59666	
9.00196	1.14374	
4.96981	2.971	
1.23222	3.02719	

4.1485	3.4673	
0.638894	1.47978	
1.1829	10.7414	
0.707781	1.64623	
15.3658	1.20599	
0.206537	13.4213	
13.975	10.199	
3.42791	1.72986	
5.02613	8.54752	
1.25486	2.14389	
0.111507	0.1344	
1.37505	2.82586	
0.680314	2.24375	
-0.561967	3.36573	
4.87063	0.894837	
4.27778	1.70649	
17.9365	13.0013	

5.44707	3.99467	
0.439008	6.81771	
1.34835	10.0434	
0.950632	7.43777	
5.85862	7.23032	
-0.68193	3.35848	
6.45443	3.6011	
0.90586	2.9616	
1.78778	4.59125	
0.545055	6.53472	
0.616282	0.0558027	
1.45325	7.32631	
0.493751	1.0576	
0.529901	2.6142	
3.90185	1.08265	
1.2444	3.87503	
19.4389	2.67353	

1.71791	0.625498	
0.940763	3.82536	
0.730356	11.2057	
2.88078	9.73528	
2.68407	1.94982	
-0.0923518	3.69024	
1.022	5.63015	
1.24089	10.5716	
0.302667	2.96332	
0.40971	4.73325	
0.435902	0.906844	
0.368396	1.844	
0.816088	3.38536	
0.578512	4.6675	
